"customer_city","customer_state","total_sales"
"nova esperanca do sudoeste","PR","1805.94"
"lindoia do sul","SC","1803.30"
"porto de pedras","AL","1803.15"
"quixelo","CE","1802.25"
"nobres","MT","1797.30"
"paraiso","SC","1793.70"
"vicosa","AL","1793.60"
"santo antonio de goias","GO","1788.24"
"goncalves dias","MA","1786.50"
"groairas","CE","1785.00"
"murucupi","PA","1783.43"
"livramento","PB","1775.94"
"novo oriente do piaui","PI","1767.99"
"candeal","BA","1766.50"
"antonio martins","RN","1758.06"
"areial","PB","1753.38"
"caraibas","BA","1748.60"
"crisolita","MG","1745.12"
"santo antonio do leverger","MT","1741.74"
"manoel urbano","AC","1740.97"
"presidente janio quadros","BA","1738.80"
"sao francisco do gloria","MG","1735.65"
"sao benedito do rio preto","MA","1731.86"
"monsenhor paulo","MG","1728.00"
"presidente medici","MA","1727.88"
"baixa grande","BA","1722.24"
"sao pedro do iguacu","PR","1715.52"
"sao thome das letras","MG","1710.00"
"terenos","MS","1705.20"
"nova floresta","PB","1705.00"
"selbach","RS","1703.25"
"boa vista do gurupi","MA","1702.25"
"remigio","PB","1699.20"
"capela nova","MG","1697.78"
"entre folhas","MG","1697.12"
"goiandira","GO","1696.95"
"estrela do sul","MG","1684.48"
"rubineia","SP","1683.00"
"sinimbu","RS","1681.65"
"anhembi","SP","1681.26"
"capitao eneas","MG","1680.28"
"eldorado","MS","1676.94"
"epitaciolandia","AC","1674.24"
"agua limpa","GO","1667.20"
"braco do rio","ES","1667.16"
"maquine","RS","1659.20"
"zortea","SC","1650.84"
"sao jose do divino","MG","1645.56"
"populina","SP","1639.90"
"nantes","SP","1638.90"
"quipapa","PE","1637.94"
"juvenilia","MG","1636.50"
"itapicuru","BA","1633.86"
"materlandia","MG","1633.10"
"wagner","BA","1624.59"
"agua preta","PE","1620.74"
"monteiro lobato","SP","1620.05"
"ribeirao cascalheira","MT","1617.36"
"santa clara d'oeste","SP","1616.16"
"capitao","RS","1611.50"
"itiquira","MT","1606.60"
"cumari","GO","1606.57"
"nova brescia","RS","1603.68"
"vanini","RS","1603.05"
"santo antonio do aventureiro","MG","1600.56"
"novo lino","AL","1599.64"
"cristinapolis","SE","1599.07"
"santo inacio","PR","1594.00"
"esperantina","TO","1593.54"
"jeriquara","SP","1591.15"
"almas","TO","1589.84"
"madalena","CE","1586.16"
"mato leitao","RS","1586.13"
"doutor ulysses","PR","1586.10"
"jataizinho","PR","1584.24"
"santa cruz do piaui","PI","1583.80"
"erere","CE","1583.61"
"ichu","BA","1583.36"
"paranapua","SP","1580.40"
"arapua","MG","1578.78"
"passagem franca","MA","1577.88"
"campinacu","GO","1567.28"
"abdon batista","SC","1567.00"
"nacip raydan","MG","1566.72"
"calcado","PE","1564.78"
"presidente kubitschek","MG","1560.60"
"alexandrita","MG","1560.00"
"macambira","SE","1554.90"
"florida","PR","1550.70"
"monte formoso","MG","1547.85"
"ipiranga de goias","GO","1539.78"
"fazenda vilanova","RS","1537.68"
"rubelita","MG","1536.72"
"monte alegre de sergipe","SE","1536.00"
"centralina","MG","1533.06"
"divinopolis do tocantins","TO","1531.97"
"iguatu","PR","1530.40"
"ibateguara","AL","1528.60"
"campo grande do piaui","PI","1527.04"
"bocaiuva do sul","PR","1526.70"
"sao nicolau","RS","1524.60"
"bacaxa","RJ","1522.71"
"anhumas","SP","1520.82"
"monte santo","BA","1520.00"
"santa rita do ibitipoca","MG","1517.67"
"ibarama","RS","1511.28"
"sao pedro do butia","RS","1510.47"
"agua fria de goias","GO","1510.29"
"canapi","AL","1509.28"
"tururu","CE","1509.20"
"cubati","PB","1500.72"
"jussari","BA","1492.33"
"claro dos pocoes","MG","1484.16"
"arembepe","BA","1482.18"
"cachoeira do brumado","MG","1478.19"
"acajutiba","BA","1477.55"
"condeuba","BA","1476.60"
"ewbank da camara","MG","1472.40"
"oleo","SP","1466.80"
"tacaratu","PE","1460.90"
"sao bernardino","SC","1459.36"
"barro alto","BA","1453.98"
"nossa senhora das gracas","PR","1453.50"
"graccho cardoso","SE","1447.44"
"portelandia","GO","1446.00"
"barao","RS","1438.25"
"brejoes","BA","1433.40"
"onda verde","SP","1431.84"
"gramado dos loureiros","RS","1425.24"
"rio dos cedros","SC","1424.22"
"suzanapolis","SP","1423.04"
"francisco dumont","MG","1418.70"
"belmonte","SC","1417.50"
"cariri do tocantins","TO","1417.04"
"imaculada","PB","1415.73"
"santana de pirapama","MG","1414.80"
"vitorino","PR","1411.83"
"aracitaba","MG","1410.66"
"porto estrela","MT","1410.48"
"alagoa","MG","1409.70"
"aurilandia","GO","1409.60"
"nova resende","MG","1408.86"
"itanhanga","MT","1408.80"
"tamandare","PE","1402.96"
"mesquita","MG","1396.26"
"chorrocho","BA","1390.42"
"apore","GO","1381.66"
"claraval","MG","1379.28"
"cupira","PE","1376.13"
"ouro verde de minas","MG","1370.28"
"agua santa","RS","1365.54"
"governador dix-sept rosado","RN","1363.74"
"morro da garca","MG","1362.84"
"igapora","BA","1362.72"
"icaraima","PR","1362.45"
"nova ubirata","MT","1361.25"
"saude","BA","1359.84"
"santa rita de jacutinga","MG","1352.70"
"buriti alegre","GO","1350.16"
"rio doce","MG","1346.80"
"grupiara","MG","1340.46"
"jussara","PR","1337.70"
"medicilandia","PA","1337.34"
"ibiracatu","MG","1333.35"
"caracol","MS","1333.20"
"adhemar de barros","PR","1330.32"
"aiuaba","CE","1326.42"
"ipiabas","RJ","1326.28"
"fagundes","PB","1324.44"
"passo de camaragibe","AL","1323.36"
"divinopolis de goias","GO","1320.20"
"alagoa nova","PB","1314.32"
"salinas da margarida","BA","1313.92"
"bom jesus do amparo","MG","1311.24"
"jatoba","MA","1304.52"
"bandeirantes do tocantins","TO","1296.60"
"bras pires","MG","1296.24"
"nova guataporanga","SP","1295.36"
"carajas","PA","1293.12"
"piau","MG","1291.52"
"macuco de minas","MG","1290.84"
"senhora dos remedios","MG","1290.79"
"sao jose dos cordeiros","PB","1290.15"
"arenopolis","GO","1289.00"
"peixe","TO","1288.76"
"redencao do gurgueia","PI","1287.80"
"chapadao do lageado","SC","1287.60"
"tiradentes do sul","RS","1286.30"
"coronel domingos soares","PR","1282.44"
"araruna","PB","1278.80"
"campo do tenente","PR","1278.72"
"angelina","SC","1278.45"
"damianopolis","GO","1276.80"
"sao joao do paraiso","MA","1275.12"
"redencao da serra","SP","1274.76"
"jatauba","PE","1272.72"
"conceicao do caninde","PI","1272.67"
"paiva","MG","1272.18"
"morro grande","SC","1268.64"
"mauriti","CE","1260.16"
"brejo dos santos","PB","1259.40"
"monte castelo","SC","1256.45"
"bugre","MG","1255.80"
"guia lopes da laguna","MS","1253.72"
"caldeirao grande","BA","1251.75"
"celina","ES","1249.38"
"itutinga","MG","1248.13"
"japaratuba","SE","1244.16"
"santana do deserto","MG","1241.94"
"aragoiania","GO","1241.90"
"riacho da cruz","RN","1241.38"
"porto lucena","RS","1240.96"
"boraceia","SP","1238.76"
"formoso","GO","1238.60"
"morro do ferro","MG","1235.04"
"sao mamede","PB","1233.90"
"alto alegre do maranhao","MA","1233.20"
"bertopolis","MG","1231.80"
"palhano","CE","1229.40"
"altamira do parana","PR","1228.44"
"fenix","PR","1222.56"
"sarutaia","SP","1220.94"
"agudo","RS","1219.80"
"pindorama do tocantins","TO","1219.26"
"quixada","PE","1217.23"
"sao jose do piaui","PI","1217.16"
"santana do itarare","PR","1216.01"
"buriti do tocantins","TO","1215.06"
"urucurituba","AM","1214.70"
"maribondo","AL","1211.64"
"sao patricio","GO","1210.72"
"barracao","PR","1207.85"
"ipiranga do sul","RS","1199.25"
"caridade","CE","1198.80"
"tupassi","PR","1198.06"
"mairipotaba","GO","1197.20"
"agua branca","AL","1188.90"
"santo expedito do sul","RS","1187.70"
"quevedos","RS","1185.21"
"jose da penha","RN","1178.58"
"rodolfo fernandes","RN","1177.33"
"japi","RN","1176.76"
"murici","AL","1176.70"
"itaguaru","GO","1176.60"
"paraiso das aguas","MS","1173.48"
"galvao","SC","1170.30"
"itapiuna","CE","1168.64"
"cerrito","RS","1163.55"
"novo mundo","MT","1156.95"
"pirapo","PR","1155.48"
"aurora do para","PA","1154.60"
"capistrano","CE","1154.56"
"santa cecilia do pavao","PR","1154.24"
"itaquitinga","PE","1150.11"
"lucena","PB","1144.53"
"amontada","CE","1141.98"
"camacho","MG","1132.60"
"sao jorge","RS","1131.26"
"jerico","PB","1130.80"
"meruoca","CE","1125.95"
"ibipeba","BA","1123.07"
"queiroz","SP","1119.10"
"coronel joao pessoa","RN","1118.97"
"erebango","RS","1115.36"
"vila nova do sul","RS","1114.74"
"umburanas","BA","1113.75"
"arara","PB","1097.12"
"treviso","SC","1095.84"
"tuiuti","SP","1095.30"
"florinia","SP","1094.59"
"vila pereira","MG","1092.10"
"jandaira","BA","1091.72"
"gentio do ouro","BA","1089.90"
"novo machado","RS","1087.24"
"cassia dos coqueiros","SP","1082.04"
"vila bela da santissima trindade","MT","1075.94"
"brazabrantes","GO","1075.10"
"mimoso de goias","GO","1074.72"
"lago verde","MA","1072.08"
"maranhaozinho","MA","1071.98"
"adrianopolis","PR","1070.04"
"vereda","BA","1069.95"
"farol","PR","1069.04"
"antonio carlos","MG","1060.62"
"botelho","SP","1060.16"
"santa terezinha","SC","1056.16"
"vila nova","PR","1054.71"
"uruburetama","CE","1053.60"
"croata","CE","1053.60"
"braunas","MG","1052.80"
"simao pereira","MG","1052.46"
"fatima","TO","1052.04"
"sao bonifacio","SC","1048.14"
"antonina do norte","CE","1044.64"
"sao joao batista","MA","1043.77"
"sacra familia do tingua","RJ","1043.28"
"alegrete do piaui","PI","1043.28"
"jamapara","RJ","1041.60"
"inocencia","MS","1041.58"
"coreau","CE","1041.39"
"paraiso do sul","RS","1040.38"
"combinado","TO","1037.97"
"sao benedito do sul","PE","1037.28"
"chiapetta","RS","1037.05"
"quatituba","MG","1033.65"
"varzea do poco","BA","1033.62"
"jacareacanga","PA","1032.48"
"taquarucu do sul","RS","1026.19"
"foz do jordao","PR","1025.60"
"lagoa da canoa","AL","1022.65"
"nova olinda","TO","1022.22"
"inga","PB","1019.94"
"anguera","BA","1014.93"
"marcelino vieira","RN","1014.12"
"mombuca","SP","1011.29"
"santa maria do salto","MG","1009.60"
"barrolandia","TO","996.32"
"aparecida de monte alto","SP","996.30"
"alto alegre","RS","994.32"
"inaja","PR","993.30"
"vertentes","PE","992.40"
"santa barbara do para","PA","981.80"
"desembargador otoni","MG","980.10"
"bonito de santa fe","PB","977.10"
"jesupolis","GO","976.70"
"acucena","MG","973.98"
"anage","BA","973.80"
"charrua","RS","973.15"
"teixeira","PB","966.70"
"estiva","MG","961.29"
"nova guarita","MT","961.17"
"mariano moro","RS","960.82"
"pedra do indaia","MG","960.80"
"aracatu","BA","957.60"
"serranopolis de minas","MG","955.50"
"severiano melo","RN","954.15"
"joao dourado","BA","953.94"
"taquarana","AL","952.15"
"jequia da praia","AL","951.19"
"itaara","RS","950.95"
"guaraquecaba","PR","950.55"
"juripiranga","PB","947.94"
"pindoretama","CE","947.70"
"campo bonito","PR","947.70"
"pedras altas","RS","947.52"
"taparuba","MG","939.33"
"sertao santana","RS","939.12"
"muquem do sao francisco","BA","937.89"
"vermelho novo","MG","937.80"
"monte belo do sul","RS","933.92"
"pontalinda","SP","932.25"
"antonio goncalves","BA","930.42"
"junqueiro","AL","928.82"
"frutuoso gomes","RN","926.96"
"jardim de piranhas","RN","926.06"
"amparo da serra","MG","924.84"
"planaltina de goias","GO","921.27"
"satubinha","MA","919.88"
"nova america da colina","PR","919.80"
"divino das laranjeiras","MG","919.80"
"goianorte","TO","918.00"
"dois riachos","AL","913.50"
"cristopolis","BA","911.60"
"alto alegre do iguacu","PR","909.00"
"lagoa","PB","903.80"
"bom jardim","MA","900.75"
"francisco dantas","RN","899.12"
"coronel pacheco","MG","899.10"
"rosario do ivai","PR","897.37"
"picada cafe","RS","892.80"
"pescador","MG","888.40"
"nova redencao","BA","880.56"
"engenheiro passos","RJ","873.72"
"cacaulandia","RO","869.84"
"natercia","MG","862.50"
"botuvera","SC","860.68"
"novo itacolomi","PR","855.54"
"itacurussa","RJ","853.27"
"ouro verde do oeste","PR","848.78"
"frei rogerio","SC","847.63"
"montadas","PB","846.30"
"almirante tamandare do sul","RS","845.00"
"agua comprida","MG","843.90"
"ibitira","BA","842.06"
"itatiba do sul","RS","839.25"
"isaias coelho","PI","837.84"
"aguas mornas","SC","836.16"
"canaa","MG","834.48"
"santa cecilia","PB","833.55"
"nossa senhora de lourdes","SE","826.70"
"galinhos","RN","826.44"
"atalaia","AL","825.90"
"praia grande","ES","825.88"
"vitoria do jari","AP","823.62"
"engenheiro balduino","SP","822.16"
"turvania","GO","821.45"
"minduri","MG","820.42"
"paulistania","SP","818.58"
"vespasiano correa","RS","816.25"
"ocara","CE","813.45"
"puxinana","PB","813.09"
"simplicio mendes","PI","812.00"
"tapinas","SP","810.48"
"sao fernando","RN","802.90"
"sobralia","MG","800.00"
"nova timboteua","PA","798.30"
"dores de guanhaes","MG","797.28"
"japaraiba","MG","794.76"
"campo alegre do fidalgo","PI","791.82"
"felipe guerra","RN","788.25"
"itaoca","SP","780.10"
"santo antonio do canaa","ES","779.52"
"passa tres","RJ","778.96"
"purilandia","RJ","777.92"
"agua nova","RN","776.70"
"silveira martins","RS","775.70"
"teresina de goias","GO","774.40"
"caldas brandao","PB","769.28"
"rio rufino","SC","766.60"
"cerro negro","SC","766.60"
"coxilha","RS","766.00"
"ingai","MG","765.66"
"tocos","RJ","762.94"
"lamim","MG","760.41"
"jardim olinda","PR","759.36"
"nova boa vista","RS","758.50"
"mossamedes","GO","757.26"
"sao joao da parauna","GO","751.36"
"varzea","PB","750.90"
"mato rico","PR","741.20"
"ubai","MG","740.76"
"jacarau","PB","737.64"
"barro preto","BA","732.90"
"aparecida d'oeste","SP","730.25"
"igrapiuna","BA","728.70"
"ourem","PA","726.55"
"novo brasil","ES","726.25"
"cotegipe","BA","722.05"
"santo hipolito","MG","719.28"
"senador salgado filho","RS","717.43"
"frei gaspar","MG","713.52"
"elisio medrado","BA","712.50"
"sitio novo","MA","709.68"
"silvano","MG","707.64"
"jacigua","ES","700.44"
"ilha grande","PI","698.72"
"malhador","SE","697.68"
"jandaia","GO","694.20"
"balbinos","SP","692.90"
"vila flor","RN","689.90"
"mar vermelho","AL","689.02"
"ipueira","RN","685.71"
"santa lucia","PR","684.90"
"prata","PB","681.57"
"praia norte","TO","680.10"
"bom jardim de goias","GO","677.70"
"nova roma","GO","675.90"
"eugenio de castro","RS","670.56"
"sao felix","BA","670.35"
"pedranopolis","SP","669.69"
"dona emma","SC","669.34"
"tocos do moji","MG","669.24"
"girau do ponciano","AL","666.45"
"boa esperanca do iguacu","PR","663.00"
"protasio alves","RS","660.24"
"joselandia","MA","655.08"
"jenipapo de minas","MG","654.82"
"pouso novo","RS","654.56"
"barao de juparana","RJ","654.08"
"bias fortes","MG","650.88"
"caparao","MG","644.20"
"mutunopolis","GO","644.16"
"barra do jacare","PR","642.87"
"guariroba","SP","641.12"
"caem","BA","640.16"
"presidente nereu","SC","635.49"
"santo antonio do taua","PA","635.14"
"central de santa helena","MG","635.04"
"corrego danta","MG","633.82"
"gabriel monteiro","SP","633.36"
"jaupaci","GO","631.68"
"conrado","RJ","630.60"
"itaicaba","CE","630.27"
"herveiras","RS","627.60"
"nova luzitania","SP","625.50"
"santo antonio do palma","RS","624.54"
"pirapemas","MA","623.65"
"planaltina do parana","PR","620.40"
"monteiropolis","AL","610.29"
"coronel martins","SC","608.56"
"flores de goias","GO","605.08"
"espigao","SP","603.12"
"pirai do norte","BA","601.64"
"itamira","BA","601.20"
"cajapio","MA","596.64"
"pedro velho","RN","594.66"
"jandaira","RN","592.88"
"lagoa dos patos","MG","592.40"
"porteiras","CE","590.52"
"jacutinga","RS","589.50"
"sao goncalo do rio das pedras","MG","589.50"
"sulina","PR","585.00"
"aguas claras","RS","584.80"
"andre da rocha","RS","584.52"
"lagoa d'anta","RN","583.02"
"balsa nova","PR","577.49"
"pedra branca","PB","575.04"
"iomere","SC","574.11"
"gongogi","BA","573.43"
"itaguacu","GO","570.50"
"santa salete","SP","570.00"
"novo cabrais","RS","569.20"
"angical do piaui","PI","566.44"
"visconde de maua","RJ","564.15"
"monte alverne","RS","564.02"
"cabeceiras","GO","563.21"
"santo amaro das brotas","SE","560.52"
"santa filomena","PE","559.20"
"nova independencia","SP","557.76"
"morro agudo de goias","GO","557.48"
"tome-acu","PA","556.82"
"vargem grande do soturno","ES","555.10"
"coite do noia","AL","555.05"
"jaraguari","MS","552.60"
"manfrinopolis","PR","552.32"
"sao tome","RN","551.88"
"gramado xavier","RS","551.76"
"crominia","GO","549.00"
"crucilandia","MG","548.46"
"lagoa dos tres cantos","RS","547.08"
"riachuelo","SE","545.82"
"mae d'agua","PB","545.34"
"cerro grande","RS","544.16"
"caldeirao grande do piaui","PI","542.28"
"antunes","MG","541.56"
"muliterno","RS","540.90"
"senador jose porfirio","PA","537.71"
"brejo grande","SE","537.68"
"ponte alta do norte","SC","535.14"
"messias targino","RN","534.25"
"cacimbinhas","AL","533.00"
"liberato salzano","RS","530.74"
"missao velha","CE","528.06"
"pedra lavrada","PB","527.40"
"penedo","RJ","526.40"
"morro do pilar","MG","525.84"
"lajeado","TO","525.30"
"machadinho","RS","524.80"
"alegria","RS","524.52"
"leoberto leal","SC","521.17"
"ravena","MG","520.38"
"pureza","RJ","520.00"
"cascalho rico","MG","515.52"
"bonfim","RR","515.07"
"sao jose do inhacora","RS","513.50"
"porto grande","AP","513.12"
"vitoria das missoes","RS","512.00"
"sao domingos","PE","510.03"
"turvelandia","GO","508.80"
"xexeu","PE","504.64"
"corumbatai do sul","PR","503.58"
"carmolandia","TO","502.35"
"bela vista do maranhao","MA","498.90"
"paial","SC","497.13"
"sao francisco do brejao","MA","496.50"
"barao do triunfo","RS","495.70"
"uruana de minas","MG","495.00"
"ouro verde de goias","GO","491.15"
"humberto de campos","MA","489.42"
"centenario","TO","487.41"
"demerval lobao","PI","484.56"
"florania","RN","482.72"
"segredo","RS","481.12"
"santa maria","DF","477.26"
"duere","TO","476.31"
"cezarina","GO","475.80"
"lagoa santa","GO","473.82"
"delfim moreira","MG","472.44"
"cairu","BA","471.84"
"lagoa de velhos","RN","468.38"
"serra bonita","MG","465.64"
"mansidao","BA","460.53"
"telha","SE","459.30"
"varzedo","BA","458.71"
"francisco santos","PI","458.70"
"tamboara","PR","457.71"
"reserva do iguacu","PR","456.32"
"pium","TO","456.30"
"pau d'arco","AL","452.94"
"marques de souza","RS","450.00"
"flores","CE","449.70"
"trombas","GO","448.98"
"santo antonio das queimadas","PE","448.48"
"araguana","MA","448.14"
"barra do rio azul","RS","446.13"
"alto paraiso","PR","438.90"
"cabaceiras do paraguacu","BA","438.21"
"sao rafael","RN","435.96"
"cha de alegria","PE","435.80"
"general maynard","SE","435.70"
"sao bento abade","MG","435.40"
"lajeado grande","SC","435.24"
"corrego fundo","MG","433.95"
"ribeira do amparo","BA","432.53"
"sao geraldo do baguari","MG","428.88"
"sao francisco","PB","425.25"
"paranapoema","PR","421.47"
"estrela velha","RS","420.00"
"presidente castello branco","SC","420.00"
"amanari","CE","419.39"
"presidente lucena","RS","417.17"
"turmalina","SP","416.07"
"ibitiuva","SP","415.35"
"pau d'arco","PA","415.25"
"sao joao do sabugi","RN","413.92"
"taperuaba","CE","412.10"
"dezesseis de novembro","RS","411.00"
"rio dos indios","RS","411.00"
"sabaudia","PR","408.40"
"vale do sol","RS","407.99"
"sao benedito","MG","406.56"
"benedito leite","MA","402.36"
"vargem alegre","RJ","398.60"
"triunfo","PB","397.14"
"itaju do colonia","BA","396.83"
"vitoria","PR","396.81"
"caldas do jorro","BA","394.52"
"apora","BA","394.20"
"terezinha","PE","393.72"
"tres forquilhas","RS","392.52"
"piacu","ES","388.96"
"campo azul","MG","384.88"
"traipu","AL","382.74"
"sao lourenco do piaui","PI","382.22"
"jussiape","BA","376.53"
"jaguaribara","CE","375.69"
"pareci novo","RS","371.00"
"parisi","SP","370.72"
"novo planalto","GO","370.32"
"novo jardim","TO","365.88"
"mutum parana","RO","361.35"
"ministro andreazza","RO","360.15"
"barra do tarrachil","BA","359.94"
"cajuri","MG","357.65"
"nova padua","RS","357.44"
"ivora","RS","351.58"
"teodoro sampaio","BA","349.12"
"sao bentinho","PB","345.75"
"aparecida do rio negro","TO","345.16"
"laranjal","PR","344.72"
"vila reis","PR","344.60"
"pedrao","BA","343.71"
"guassusse","CE","339.84"
"santo antonio do rio abaixo","MG","339.22"
"vila nelita","ES","335.96"
"angustura","MG","332.58"
"nova america","GO","330.55"
"satiro dias","BA","330.32"
"tecainda","SP","330.26"
"monte alegre","RN","329.12"
"ibicuitinga","CE","327.72"
"fernao","SP","326.80"
"patis","MG","325.00"
"castanheiras","RO","323.20"
"marcos parente","PI","322.50"
"rio grande do piaui","PI","319.90"
"riacho de santo antonio","PB","319.20"
"santa cruz do prata","MG","317.44"
"santa luzia do norte","AL","314.65"
"porto acre","AC","313.05"
"vicente dutra","RS","312.20"
"caxambu do sul","SC","311.40"
"guabiju","RS","310.98"
"sede alvorada","PR","309.80"
"sao domingos","MG","308.24"
"brejo bonito","MG","307.80"
"pires ferreira","CE","306.53"
"sapucaia","MG","303.75"
"taboquinhas","BA","303.27"
"joaquim pires","PI","302.48"
"presidente juscelino","MA","302.46"
"lagoinha do piaui","PI","299.22"
"peri mirim","MA","299.15"
"arvoredo","SC","296.40"
"pocoes de paineiras","MG","291.90"
"santa rita da floresta","RJ","290.40"
"pontao","RS","287.16"
"jaguaracu","MG","284.16"
"agisse","SP","281.85"
"padre gonzales","RS","278.16"
"novo horizonte","SC","278.01"
"chaveslandia","MG","277.51"
"boa vista do sul","RS","277.32"
"campo alegre de minas","MG","275.86"
"caetanos","BA","275.85"
"santana do sobrado","BA","274.10"
"venda branca","SP","269.66"
"assuncao","PB","265.38"
"alvorada do gurgueia","PI","263.55"
"osvaldo kroeff","RS","262.16"
"vicosa","RN","259.74"
"unistalda","RS","257.88"
"bodo","RN","253.71"
"leopolis","PR","251.04"
"anhandui","MS","249.69"
"dom macedo costa","BA","248.49"
"coqueiro baixo","RS","243.52"
"canapolis","BA","243.52"
"uniao do oeste","SC","240.54"
"ielmo marinho","RN","240.32"
"varzea grande","PI","233.25"
"jacuizinho","RS","222.78"
"vista alegre","RS","222.60"
"vera cruz","RN","222.42"
"sao joao do sobrado","ES","220.68"
"conceicao da ibitipoca","MG","220.36"
"jurema","PE","217.36"
"jamaica","SP","215.55"
"andrequice","MG","215.14"
"capao da porteira","RS","215.13"
"lagoa de sao francisco","PI","214.04"
"paraju","ES","211.48"
"vitorinos","MG","210.74"
"indiaroba","SE","206.40"
"araguaia","ES","201.69"
"miravania","MG","200.40"
"ribeiro junqueira","MG","200.33"
"erico cardoso","BA","199.04"
"curral de cima","PB","199.00"
"serio","RS","198.45"
"pinto bandeira","RS","195.00"
"nova santa rita","PI","194.10"
"pilar","PB","193.90"
"olaria","MG","192.44"
"elisiario","SP","192.30"
"ilha dos valadares","PR","187.18"
"itacoatiara","AM","185.96"
"santo andre","PB","181.80"
"mendonca","MG","179.35"
"desterro do melo","MG","179.30"
"salobro","BA","178.30"
"rio verde","PR","178.27"
"brejolandia","BA","173.90"
"tres irmaos","RJ","171.20"
"sitio novo","RN","170.14"
"uniao da serra","RS","168.00"
"macieira","SC","166.68"
"montividiu do norte","GO","165.45"
"rainha do mar","RS","164.06"
"ipecaeta","BA","160.76"
"tracuateua","PA","158.44"
"santana do capivari","MG","158.08"
"garruchos","RS","158.08"
"lages","CE","156.20"
"sao sebastiao de campos","RJ","155.60"
"queixada","MG","154.58"
"sebastiao leal","PI","151.78"
"pugmil","TO","148.15"
"santa cruz do timbo","SC","147.93"
"coqueiros do sul","RS","147.18"
"prudencio thomaz","MS","147.12"
"piao","RJ","144.28"
"pacotuba","ES","138.28"
"calmon","SC","135.00"
"quilometro 14 do mutum","ES","132.02"
"ibiajara","BA","131.60"
"lagoa do mato","CE","123.24"
"morro vermelho","MG","122.97"
"ajapi","SP","121.34"
"santa maria","RJ","120.55"
"mussurepe","RJ","117.94"
"vermelho","MG","116.79"
"cedro do abaete","MG","116.18"
"sao jose do ribeirao","RJ","115.84"
"sao bras","AL","109.48"
"faxinalzinho","RS","107.85"
"caxingo","PI","107.68"
"fonseca","MG","107.53"
"sanga puita","MS","107.38"
"martinesia","MG","106.46"
"lagoa do piaui","PI","106.38"
"alexandra","PR","102.62"
"amapa do maranhao","MA","100.10"
"carnaiba do sertao","BA","99.10"
"travesseiro","RS","98.13"
"morada nova","PA","97.32"
"termas de ibira","SP","87.15"
"valao do barro","RJ","86.54"
"sao joao de petropolis","ES","86.18"
"serra dos dourados","PR","83.33"
"sao mateus de minas","MG","82.88"
"lagoa salgada","RN","82.72"
"lamarao","BA","81.34"
"sete de setembro","RS","75.73"
"guarapua","SP","75.17"
"sao miguel do aleixo","SE","70.86"
"bandeirantes d'oeste","SP","65.09"
"baguari","MG","64.10"
"ponto do marambaia","MG","57.60"
"santa maria","RN","53.98"
"monte bonito","RS","50.34"
"colinas","RS","48.09"
"silveira carvalho","MG","42.27"
"pedra menina","MG","38.50"
"cambiasca","RJ","38.09"
"pinhal da serra","RS","35.00"
"jardim abc de goias","GO","34.09"
"tuparece","MG","31.73"
"boa ventura","RJ","31.69"
