"seller_id","total_sales","cnt_approved_order"
"080102cd0a76b09e0dcf55fcacc60e05","7912.71","130"
"58f1a6197ed863543e0136bdedb3fce2","7903.69","45"
"688756f717c462a206ad854c5027a64a","7901.45","101"
"f1fd5ab1181f827ffad998c1a5de7d74","7877.96","15"
"fa1a9dec3a9940c072684a46728bf1fc","7875.71","60"
"bacb1f0ed56ad24198f5810d2b3fe9a5","7833.39","42"
"6b243f80ed07b10f0e8aa0f21a205f3c","7807.40","89"
"f25e239052084705e17a982bc600ab2a","7785.48","8"
"d624126b9206f595fb3fbb6ba03b28a8","7768.50","28"
"8c16d1f32a54d92897cc437244442e1b","7754.67","118"
"512d298ac2a96d1931b6bd30aa21f61d","7723.87","12"
"87e24fc7052259b1f7f607d61c10d8be","7709.86","8"
"751bdc4d83a466c7206cd42e8f426b03","7703.74","71"
"dd55f1bb788714a40e7954c3be6df745","7701.18","37"
"376a891762bbdecbc02b4b6adec3fdda","7693.63","58"
"014c0679dd340a0e338872e7ec85666a","7686.31","15"
"d9bd94811c3338dceb4181f3dbc0c73e","7682.11","61"
"83e197e95a1bbabc8c75e883ed016c47","7680.06","55"
"ff1fb4c404b2efe68b03350a8dc24122","7666.95","49"
"63b464dbf392c7b80d12d932fa7cafed","7662.25","39"
"54219883e72aad869adfb2a54b7bfa0f","7579.55","5"
"31ae0774c17fabd06ff707cc5bde005f","7570.67","11"
"57e632711dec9ec14ca7546769483e7e","7558.04","65"
"f46490624488d3ff7ce78613913a7711","7550.67","91"
"30829ded4523ab9224b93bc49a62c95f","7549.71","31"
"b19f3ca2ea475913750f25a5c37c8d8f","7549.55","24"
"9616352088dcf83a7c06637f4ebf1c80","7490.57","98"
"3340ef1913fb70d28420f6ceb685c339","7481.55","42"
"ade45994b717ccee333492330fbf037b","7479.63","10"
"e5e33c0d8e7e002f398f5dc4cbbb338f","7477.33","29"
"679769a98cfcc6da877c8486ff1c13f3","7467.39","21"
"ba143b05f0110f0dc71ad71b4466ce92","7453.59","86"
"a4b6b9b992b46e9ef863637af96e04bc","7452.36","13"
"7dc8c42cc750eeafea6c85712ffee9bf","7445.09","50"
"05d2173d43ea568aa0540eba70d2ca76","7438.93","66"
"5b67882648febfb6e1225e6ad7164f6b","7432.42","30"
"0873d9f8f36123f8d910f4760e788cfb","7426.65","6"
"2a261b5b644fa05f4f2700eb93544f2c","7396.73","82"
"0691148aee60ca47977c187804f935ae","7359.45","53"
"6f892e20a171e98efe17fdb971ff319b","7342.86","53"
"b8630e1121437d41cb08e3c749c2c2e2","7334.10","12"
"b3b17aab11f273023a5f22ca52e1eb70","7325.35","13"
"40d54b51e962dbe09cabbcfd33298dee","7323.25","31"
"3ade81dab5a172b88e1871c28ae05260","7302.99","32"
"4c03b9dd4c11ee2cb35c96c49efc9420","7302.33","48"
"bd4889b5e9133b35b66e42a8665cea5c","7256.54","42"
"3be634553519fb6536a03e1358e9fdc7","7226.65","99"
"cfa5ab0e4d3fc212fd0b3410e7081c62","7219.81","21"
"5670f4db5b62c43d542e1b2d56b0cf7c","7212.65","22"
"02f623a8eb246f3c5f7c2f96462654e6","7207.63","44"
"ff4ea69c2a729e83e63c7579e4ef8170","7188.62","9"
"455c5640e8c5bd1b2ee85c0158f85727","7186.89","8"
"ea67327e24487bdfac5fbfa37ea124df","7180.28","34"
"537eb890efff034a88679788b647c564","7178.90","173"
"33dd941c27854f7625b968cc6195a552","7168.41","5"
"91f848e9f4be368f4318775aac733370","7168.16","73"
"4b5f66b7adcf57f1ecc0d3c07dd6b177","7115.96","38"
"e3b4998c7a498169dc7bce44e6bb6277","7114.69","3"
"e8b4225284fbb02d16f200513f1f395d","7086.13","31"
"a63bfbaa882c8f4542891b4e2246cc7f","7036.19","7"
"67bf6941ba2f1fa1d02c375766bc3e53","7029.68","22"
"33c51922b6e3c16b24a8f28e5833c99d","7025.88","20"
"b2479f944e1b90cf8a5de1bbfde284d6","6992.22","131"
"b6d44737c043328708f6749c2dbe50bd","6935.20","80"
"80ceebb4ee9b31afb6c6a916a574a1e2","6922.21","1"
"e9d99831abad74458942f21e16f33f92","6916.06","149"
"f12ff17ad8bbf01ec5c33b17e506649b","6892.73","29"
"50c9975695009e5e6473912e83a6d1da","6883.95","68"
"2fdde51ad3e12f297da656d4fbd5d0b5","6874.14","10"
"0bf0150d5b9d60d9cd2906003332f085","6872.34","62"
"dfc5fb7259bb2b599ca565e6e9448f0f","6845.98","34"
"abe021b01ba992245271b9aa422032df","6837.24","2"
"eb3071b9f0b0ddaa2df5ea130f09f26b","6811.42","11"
"bba74270a87732727b5a3b4fd9ac1c39","6760.44","41"
"3df020b72d3d44b3af9d110fa3940b65","6749.47","101"
"b4a476fbd28de64b1e347abf9089366a","6735.95","38"
"ee27a8f15b1dded4d213a468ba4eb391","6726.66","1"
"98dac6635aee4995d501a3972e047414","6675.37","195"
"9baf5cb77970f539089d09a38bcec5c3","6673.40","33"
"f4c4daa86e30c7e5a553a8d518ac03a5","6671.20","20"
"f181738b150df1f37cb0bd72e705b193","6632.75","37"
"4917cee8d902e13428c3ec4b1ca6f315","6621.54","33"
"45ba18c210d42734ec52c0c1c574e9ee","6562.09","41"
"dfa0c4c6229ab200a4a1336b4d7128ff","6544.21","86"
"94e93ce877be27a515118dbfd2c2be41","6542.72","35"
"2528744c5ef5d955adc318720a94d2e7","6508.70","5"
"dbd66278cbfe1aa1000f90a217ca4695","6472.77","99"
"0d85bbda9889ce1f7e63778d24f346eb","6469.70","58"
"23613d49c3ac2bd302259e55c06c050c","6460.76","80"
"7d76b645482be4a332374e8223836592","6431.54","187"
"d6b664fa0667064c6d76394e7848d790","6404.34","6"
"02d35243ea2e497335cd0f076b45675d","6399.95","16"
"52ac6f920b7280e4c6d30dd94de6259b","6383.89","7"
"fc906263ca5083d09dce42fe02247800","6383.28","119"
"709e16e2b25c7474d980076c6bfc4806","6378.86","80"
"e62b2d6ac10570a035a30bafcf01d263","6375.47","71"
"1336efc61c316ddf92c899eb817f7cae","6355.29","85"
"04aa0a1c5ce6b222003403a3e11c3cc0","6339.51","17"
"f84fa566034f5e8e880a07ec624c56af","6326.70","102"
"817245bcc3badd82bbd222e0366951a6","6303.08","45"
"9674754b5a0cb32b638cec001178f799","6284.83","97"
"83deb69e889cf80f82be1dc6d5f2d486","6276.65","42"
"afe0067131b73e40875c9b6c10bd2e21","6255.85","46"
"b39d7fe263ef469605dbb32608aee0af","6255.77","49"
"06579cb253ecd5a3a12a9e6eb6bf8f47","6226.61","72"
"23c38debaffe4a25a30fdbd9b586a13f","6216.56","46"
"abcd2cb37d46c2c8fb1bf071c859fc5b","6200.62","52"
"7e3f87d16fb353f408d467e74fbd8014","6193.70","94"
"575df70bde3f9f2b30bf8d2e9910d725","6163.42","34"
"1bb2bdb95f4841f1bba2c0d2cd83d3c9","6149.27","85"
"0cbcee27c791afa0cdcb08587a2013a8","6141.31","41"
"d566c37fa119d5e66c4e9052e83ee4ea","6124.92","73"
"835f0f7810c76831d6c7d24c7a646d4d","6094.03","50"
"d66c305afaec317ebee552073a674429","6085.70","47"
"f680f85bee2d253556ac91be391d2c82","6077.34","54"
"cc3d14116804f7209f3884f6367f1152","6060.59","30"
"8bb48dc19fccaa8613b6229bf7f452a2","6048.12","95"
"e067ad2c1c0b48758eb1b5228bcf7a68","6047.91","61"
"f67efa3f0b6761102a7f8c6b7b571f5d","6030.17","32"
"0176f73cc1195f367f7b32db1e5b3aa8","6020.11","39"
"c35affa65afd250151285c5917fc1c8a","5993.92","9"
"9add47bf45ce8e8c7db6b9cf670b1e09","5987.28","45"
"916c9de0b5ad957346eeeb12f332687e","5973.78","28"
"f7496d659ca9fdaf323c0aae84176632","5932.51","27"
"acce39e832338debb07b02385cde5967","5923.66","44"
"8b9d6eec4a7eb7d0f9d579ce0b38324d","5916.98","53"
"099095b050cfe8eb1ddff5317587e96e","5909.15","20"
"e06f09ec0a4aca210779cf1cfc63cf19","5901.41","31"
"3ab971ce71839580d2ae5b4e40fe8044","5899.05","38"
"2ff97219cb8622eaf3cd89b7d9c09824","5866.03","96"
"3c7c4a49ec3c6550809089c6a2ca9370","5858.30","160"
"5b179e9e8cc7ab6fd113a46ca584da81","5839.14","36"
"30a2f535bb48308f991d0b9ad4a8c4bb","5815.36","87"
"b561927807645834b59ef0d16ba55a24","5807.03","95"
"bbad7e518d7af88a0897397ffdca1979","5800.42","85"
"55d3daac7c404d59e51c2aa2f4dc5a23","5790.48","28"
"d63c73efd41eb002280e7ec831424edb","5766.59","2"
"c4af86330efa7a2620772227d2d670c9","5760.96","4"
"02ecc2a19303f05e59ce133fd923fff7","5742.40","24"
"45d33f715e24d15a6ccf5c17b3a23e3c","5742.16","61"
"f789d2c4f2c2eb38fc4373e7a4b35264","5733.24","49"
"cac4c8e7b1ca6252d8f20b2fc1a2e4af","5722.54","83"
"d20b021d3efdf267a402c402a48ea64b","5715.17","106"
"1a932caad4f9d804097d7f8e615baed1","5701.45","30"
"5bffbafbb22daf6d3bfc216a46db8708","5694.20","23"
"822bad9bc42b51213ba522fe87b7ab5d","5687.34","18"
"582d4f8675b945722eda7c0cb61ba4c7","5683.93","71"
"fcdd820084f17e9982427971e4e9d47f","5665.74","27"
"3f0e48d209018b466fcd3bb4ccfeb520","5654.80","10"
"fad44952713764836814be105382aee5","5636.88","32"
"2a7dc43cecabf23403078e2188437d1d","5629.62","54"
"ad420dd0c4f92f8af951ac24b86d0cf5","5618.40","46"
"11bfa66332777660bd0640ee84d47006","5608.54","102"
"e0878efa0e0b7e5313ac0b43bc04c081","5594.91","29"
"a3f0b55de503387383c7b1de3ad7f678","5577.74","26"
"cc5a78bbad32776dc4e3af205218368c","5573.35","38"
"ef990a83bbea832f36ebe81376335aa8","5557.24","44"
"822166ed1e47908f7cfb49946d03c726","5535.95","108"
"4bf2f4ee540798a61f9636d12cd9cc80","5501.01","30"
"d379f449f2a3b271bc01c0782020f705","5499.80","29"
"d673a59aac7a70d8b01e6902bf090a11","5499.56","84"
"834f8533b2ecb6598dd004ff3de7203a","5496.31","47"
"951e8cef368f09bb3f3d03c00ca4702c","5493.09","71"
"e9c6969d40e6a3d2d0f90013165c2b98","5481.98","10"
"4d0041cdbe51b4617d95c70b19decc74","5465.49","8"
"891071be6ba827b591264c90c2ae8a63","5454.35","98"
"0ef83d7d83ed97cd2a0049ac8be5f88a","5447.81","55"
"42b729f859728f5079499127a9c2ef37","5434.07","132"
"c68fb906c8f4b4b946d8386bfa6e5467","5433.61","48"
"8bd0f31cf0a614c658f6763bd02dea69","5423.32","35"
"db4350fd57ae30082dec7acbaacc17f9","5421.64","146"
"a3dd39f583bc80bd8c5901c95878921e","5412.16","37"
"4c498c7345e89aebad651544829beca0","5389.76","48"
"45213867cefbf2cd4c6177e10216a951","5389.16","14"
"503c1de08ae81a2d86f17951b204db55","5321.90","22"
"6860153b69cc696d5dcfe1cdaaafcf62","5318.23","84"
"715bbd5ba4e6b74cb0d2f29eb45058b0","5315.88","64"
"beadbee30901a7f61d031b6b686095ad","5311.52","68"
"65febd49fd28ec955651299159b1f527","5301.14","40"
"ce69a8021d18961dd2a40269b7c2c293","5289.05","19"
"c12b92bf1c350f3e6bf88d3596219c86","5252.84","17"
"c9a06ece156bb057372c68718ec8909b","5229.62","14"
"eed78ac17f7f795a19a709745f00cd4e","5195.84","56"
"d12c926d74ceff0a90a21184466ce161","5192.82","99"
"99002261c568a84cce14d43fcffb43ea","5188.33","36"
"0509040ea3fe50071181bbc359eb7738","5183.10","98"
"9df5750209b83567ec144eb299d7d634","5176.30","11"
"b17b679f4f5ce2e03ce6968c62648246","5160.82","57"
"232a6014e7b10cba61c6c2b2ea6bb4b0","5133.27","36"
"f0b47fbbc6dee9aafe415a6e33051b3f","5132.19","86"
"6fc26fe110feebd80a433e1f012a84f9","5128.06","72"
"1fe5540d7c1c37a595fefbacd5570d9e","5118.75","25"
"822b63912576852aea9a8436d72317b7","5097.07","9"
"8931a84a914b3fe9b1ddaa4d704947ca","5092.89","32"
"b90e891671cffd9557f33a97dc523645","5081.31","39"
"5c030029b5916fed0986310385ec9009","5079.90","10"
"8a130737016f838139d31878787a39c9","5064.32","62"
"6ec1a01e866584bb679eb9b098345919","5063.76","32"
"bccf933e006e9b94a6184af782963e77","5047.21","46"
"31da954dc0855f2495c6310f70a2f931","5032.71","30"
"99a54764c341d5dc80b4a8fac4eba3fb","5026.26","67"
"15aac934c58d886785ac1b17953ea898","5019.60","26"
"37dd29b36c458d82f74a953c40c43645","5016.43","8"
"827f8f69dfa529c561901c4f2e0f332f","5003.96","104"
"0307f7565ff85b299b6e5ef162b1b1a9","5003.57","7"
"8f580d36c1e9d6fbce95283403c7d447","4993.40","8"
"e81e1f9c3e762e620f3fb60a51499e16","4979.49","18"
"382229d1e840115ffe3dbf5ff460e417","4966.62","49"
"6b3bd31ad8fcda4b2635ec9f3ff2ecdf","4955.92","43"
"fde0cc9ea29c8ccfc0a2c22256a58c71","4921.27","35"
"3c03b12bab54d8b37d79d914bfdb1aa0","4919.77","43"
"1b938a7ec6ac5061a66a3766e0e75f90","4897.83","33"
"cb41bfbcbda0aea354a834ab222f9a59","4888.68","12"
"c840d3fdbba0790404fdae73d253b253","4881.93","14"
"b76dba6c951ab00dc4edf0a1aa88037e","4881.88","169"
"ec8879960bd2221d5c32f8e12f7da711","4881.38","36"
"968268a686aa05d1f529fb07dff08130","4880.84","12"
"2addf05f476d0637864454e93ba673d5","4877.64","12"
"f6122bc84774df1b372bdb3bb88ddb9f","4874.36","3"
"c004e5ea15737026cecaee0447e00b75","4874.32","2"
"55a5b51f93f2b70ea513f5a047b0262a","4849.38","41"
"e49c26c3edfa46d227d5121a6b6e4d37","4829.71","36"
"f3da5b2ff499efb8d4a6d371d175d7dd","4826.86","84"
"95f83f51203c626648c875dd41874c7f","4826.51","67"
"8f119a0aee85c0c8fc534629734e94fd","4826.45","83"
"6288c69c4ce638e59925e59193f98b16","4812.48","22"
"43f8c9950d11ecd03a0304a49e010da6","4807.22","41"
"9803a40e82e45418ab7fb84091af5231","4791.38","18"
"2e3be8a987a30d7544dbbda6861cc14e","4777.55","19"
"520b493b57809f446cb0a233bb3e25c7","4762.87","73"
"cd6efc47efaabf134f8bdb654e10b4f1","4757.16","32"
"13d058e4eeac2ce8217660b2f8a05812","4755.88","23"
"f76a3b1349b6df1ee875d1f3fa4340f0","4748.98","24"
"3f3486b61f45078d4f31ee5e43d8c5bb","4726.57","40"
"180c3376aff0e43dd5788709df48a843","4722.97","10"
"81f89e42267213cb94da7ddc301651da","4721.18","52"
"13fa2a6c6b9d0f43cb588d7c82117a12","4719.44","10"
"602044f2c16190c2c6e45eb35c2e21cb","4677.44","57"
"1eade46fba20122dc4aefb379f8c636b","4673.71","75"
"f97e2b0650c2068227e1d366140eb62f","4665.98","21"
"c500367424994318b9e779ff1ae9a330","4658.39","9"
"8cbac7e12637ed9cffa18c7875207478","4654.35","82"
"bf3c6d2a28b2b5501e6c15448982dcc9","4648.15","43"
"2199e7fe213c16213bf5d6a7eadc9a5d","4647.78","31"
"6a0cbc8af2e8abd1bdfb777943d174c6","4639.42","35"
"4d600e08ecbe08258c79e536c5a42fee","4633.46","8"
"3f995f07c49d0d55a99d5c54957f7d81","4627.20","43"
"406822777a0b9eb5c50e442dd4cd3ec5","4596.34","47"
"d5ba419e26d246a0719437cf37d9b46d","4581.51","35"
"681fce914360217db47784ae28905a96","4571.80","24"
"271c58a1d139c45eaf3316107c6d3a3b","4568.71","29"
"8ed8ea9a57c862f2c18c2fe41f601d56","4562.97","19"
"f4aba7c0bca51484c30ab7bdc34bcdd1","4557.50","117"
"6b333a05bf188ef3e1f1662a86bd9855","4554.88","13"
"e883aa812c37a7413226856f4579fe91","4554.46","29"
"238fac594e170b59c6d228f5a4f4f1d9","4545.52","30"
"3361277dc30b7cccdb0c286b24219756","4540.90","42"
"f021c962aaba8ef6eb527a9c2c8394d1","4533.87","5"
"1fdc574883ef3b33ad41562d93f3a74a","4524.27","18"
"4559697a8f7e637227c2eeaed843baff","4474.27","42"
"7f152321c60a266edc53af1925ef96c1","4471.92","20"
"56642bcb79900e777d68e91915cb4267","4471.79","56"
"f00e21b1e91a79653163b7fd8f293ff1","4471.06","31"
"282c7480173bb9c01dd41cc739fec010","4466.31","8"
"02f5837340d7eb4f653d676c7256523a","4463.88","30"
"66dc1b1632bd6a3e508510c5b3492107","4449.26","42"
"14d7985702e72162bbf13b6beb74ab2b","4441.00","38"
"870d0118f7a9d85960f29ad89d5d989a","4428.03","61"
"38e679b9e0064cd94c6f035707344dae","4418.10","30"
"6bb0724edf0b62fb91ac404873a97241","4416.52","18"
"1b8356dabde1d35e17cef975c3f82730","4413.61","61"
"070d165398b553f3b4b851c216b8a358","4396.75","39"
"3d8fa2f5b647373c8620330c4e077a9f","4390.55","48"
"79ed755314cfe6df0daef2c6cd3022cd","4366.66","25"
"edf96ef93ed595084bbcbd9224bd2894","4365.78","28"
"96804ea39d96eb908e7c3afdb671bb9e","4365.76","40"
"2745f798279e0ed033addcc1474776d7","4364.99","32"
"42fa4ee7240e9b8eb4576358ec142ba7","4364.47","22"
"3c4e0452bff7a2a788179488d3d77032","4352.52","36"
"9b1585752613ec342d03bbab9997ec48","4349.04","3"
"ed4311e67debd72b8610a5347a743087","4342.81","26"
"6481e96574816ead57975da2c0f6d80d","4340.86","43"
"8b2492b7ff4468839593fafeed55bad9","4336.26","45"
"276677b5d08786d5dce7c2149dcce48b","4320.64","47"
"4c18691b6037662be2df78a765d98ab5","4316.51","67"
"2e13c71026e1a39ba5cc1b86dcb679aa","4310.21","28"
"e8f6dc8e6a1dcde89d20e3995c8d90b3","4308.02","48"
"23a0ffca143a15b9b5bbdb7d552f626a","4304.28","24"
"8c3b533c63cca56240f94f1e3a6b18ef","4301.77","8"
"8090490573c6c0aa343a7231ebcb8c86","4298.03","26"
"a44fb5a447105f8469bdf16bf9159f25","4292.71","19"
"c731d18cea9bf687ffee82a241c25b11","4272.65","26"
"df560393f3a51e74553ab94004ba5c87","4267.33","29"
"a0415d9b25ede3c4b1e477e9916ffc03","4247.98","10"
"9646c3513289980f17226a2fc4720dbd","4247.32","78"
"5f5b43b2bffa8656e4bc6efeb13cc649","4232.65","29"
"2d2c62bef4c8ba0dd74e0e228e808539","4230.48","16"
"994f04b3718c2bab35c2adfa8afecd2a","4221.21","57"
"e7d5b006eb624f13074497221eb37807","4220.42","63"
"f35b3c613c4f7b2275f4185d0a3c59ec","4214.29","9"
"643214e62b870443ccbe55ab29a4dccf","4199.78","68"
"2a167ca73899c85001a837d8fb4962f6","4197.62","3"
"08cdbae123ff67ca4e36d9d641ce0119","4195.46","6"
"bede56095ba33c42038fb85f707b8a42","4184.77","2"
"21e83881401b92b49fb09a16d3852291","4182.53","15"
"5d3bb11474a06bdc23fb9e89f1164ee0","4178.82","32"
"3bdff180c7e1f6551a643b99c265a120","4161.86","61"
"71039d19d4303bf9054d69e9a9236699","4158.65","38"
"e70053bf73d1b5863932e53a9fa47496","4158.58","7"
"38874e327ce94d11390b96eb42d61928","4158.43","6"
"2d50d6282f8aa2257819a77bfaa0efe0","4151.52","45"
"33ac3e28642ab8bda860a2f693000e78","4151.12","35"
"594f9aaa48e5bf431f011ddc5669b0d5","4136.41","38"
"5d9dc90a686a8fddacffab6bab5653a3","4131.27","12"
"d57e18d5f73c7ccb7f7339b61166898d","4111.19","63"
"c0563dd588b775f2e37747ef6ad6c92c","4094.68","28"
"77e4abfd739aed9c46480f90f81c0eb4","4092.21","18"
"1838dd9b8977065acf51d95e0053ea7a","4075.88","67"
"b1fecf4da1fa2689bccffa0121953643","4066.72","20"
"6b90f847357d8981edd79a1eb1bf0acb","4059.73","47"
"cfd7ddab722b902f7ac5b5f3ba6d723d","4058.11","13"
"f0837c8d71434931d9e38e7b79234797","4049.36","23"
"a2b5b6105ea5942300631d2e76f4ffe0","4009.34","16"
"3c010235b7345c92f125d14ee232a76b","4005.32","15"
"7f2617c58d5d06806987308b45654351","3983.27","23"
"dd533b429f380718b70ad9922c294bae","3970.98","45"
"4da0e408c99d2fdc2126dc9fce518060","3964.73","54"
"b1ac6ea7895bc3dd6f0f6f4abbdd2821","3964.33","41"
"432c37c9dfba871172ec162e20118b8c","3938.54","57"
"eb4df17aed01d918c65f0f8d650900c0","3925.46","11"
"f7ccf836d21b2fb1de37564105216cc1","3910.44","74"
"f4db9b37944bcb8873e6b456ee190bbf","3909.94","22"
"a17f621c590ea0fab3d5d883e1630ec6","3901.54","80"
"ec80e49e69745ab6c14f984bf2149423","3897.31","12"
"c9aafcd0621b2207c10e32c649cada4d","3885.90","52"
"1d0997ff06b524ce9289ffd75114ecd3","3873.57","3"
"0c7533c71df861ec58ad7ff999ed0e8d","3863.51","73"
"960945e1a9535cbc0cd6ddd35fbe7ae8","3861.53","29"
"8ff38bc3969e67c36c48343a07090f66","3859.56","8"
"aae3bfea055532c57fb453ed3ec80b30","3857.17","50"
"3364a91ec4d56c98e44174de954b94f6","3853.85","6"
"3b872fd4747f01cc56206f2934198618","3843.11","27"
"4677a5437afda5fa7140b927b07be1cc","3835.70","11"
"e48b04bf1aa1ef711caebeb7aede6180","3832.73","25"
"218f991754f360af9c2daa5e0b8e990c","3819.54","17"
"f326006815956455b2859abd58fe7e39","3813.18","30"
"5f1dc28029d2c244352a68107ec2b542","3803.46","78"
"c8b3445d737de6befde0c88ede534a5e","3800.79","36"
"244c2f1bff6afe1f2eaf9bfe9b2aed38","3794.87","27"
"977f9f63dd360c2a32ece2f93ad6d306","3793.85","25"
"a938325a4b357fd23a6a4d5bb126408e","3791.81","25"
"f2336e113377dd21c744d9c4fc8293a9","3762.08","4"
"54c04bdb5ec46762f8f08c7e8f86ed4a","3757.78","19"
"5bc24d989e71e93c33e50a7782431b0e","3736.53","17"
"cb3dd9ce66268c7a3ca7241ac70ab58c","3725.71","51"
"52562a9f449c3dc3d53f5f5b9ed74903","3710.64","14"
"bce6a5ecf98e99fd2a8868b15c51f04b","3706.50","15"
"430315b7bb4b6e4b3c978f9dfa9b0558","3704.63","21"
"cce6ab8d1682639fe45ab70234f1665f","3690.14","66"
"cb5df0dcb9e280b1780e9d589889f2c7","3689.21","19"
"ed46f1eb4a638113deb2a1137b5f22e9","3686.68","4"
"5c6d4016c2a288f074fa0848a2b653d2","3673.17","35"
"0ebd97a106433a45a4aebe57c1799778","3661.68","32"
"a6fe7de3d16f6149ffe280349a8535a0","3647.42","52"
"e89c4adbe7b1d0819dbb636e16461cf1","3636.15","25"
"318f287a62ab7ac10b703ac37435a231","3634.60","62"
"2a1348e9addc1af5aaa619b1a3679d6b","3631.40","55"
"b8555308bfdb4ca1ed54325a58da9a97","3630.03","28"
"c64a2aec32cc408a8a4c6d7c46017f91","3628.17","9"
"6750d71153f00fc58829af2a8ef1bcf1","3626.50","6"
"d93919c944be9cff128f6c9cb899eacb","3624.01","33"
"244b04680fdbded0acf5aebd9c92b44a","3616.51","3"
"c394e193cda3b4225ff2094d32184849","3611.44","12"
"afa6714acee029b2dfdf357e5579cc03","3603.58","17"
"585175ec331ea177fa47199e39a6170a","3602.47","1"
"ae7ab174effdead6c241e547e4ca13f0","3574.06","7"
"974cf2cb8f4b7add98709c30df02fe10","3559.68","33"
"20d83f3ef0e6925fd74bfd59170babf7","3557.21","54"
"d17f467e4bf608a510c20d82f4ba3b6b","3556.55","12"
"5b51032eddd242adc84c38acab88f23d","3548.95","14"
"aeb36d67f1414f234d42a29e27cf1f17","3548.10","4"
"f593898ec748b7a8cb81fc04edafd98a","3541.12","23"
"8d79c8a04e42d722a75097ce5cbcf2ef","3535.16","28"
"bb7a14e229b1c95156719c3d9552eeee","3519.45","11"
"f61c63d13f7cd800549d5acdd390ae72","3501.69","26"
"b335c59ab742f751a85db9c411a86739","3480.72","35"
"1771297ac436903d1dd6b0e9279aa505","3466.43","36"
"fce62094ffe6a4009188ec44e681dfdd","3452.63","11"
"2156f2671501a81034d7d07f217609d0","3433.89","22"
"55f7a3319d80f7fdf078b8f03e6725fe","3420.45","22"
"f7720c4fa8e3aba4546301ab80ea1f1b","3418.97","78"
"1ce3ae5a399804d1a87e706f8a813c3e","3416.69","44"
"bd697db56ff8e7c9cd1abeb7f72029b2","3415.20","22"
"a1474fd46fd3430168f7ec202da39408","3413.52","14"
"5bc55dbe2f12b6af6d83ed46023e0dc8","3409.38","21"
"3fd1e727ba94cfe122d165e176ce7967","3394.42","38"
"5cbbd5a299cab112b7bf23862255e43e","3385.21","38"
"49e7217cfe4e427191c378ec626d8737","3378.31","14"
"d25aa0aaacb370e912f8cf6efeba38b3","3373.13","21"
"e99e927c81e3f51739c94fcdfca9f10f","3360.47","25"
"5b35136197710e16ac5e7b7c2bd4ea85","3350.29","9"
"cd06602b43d8800bd0afad514919d35c","3335.33","53"
"31561f325664a8a7aba4c8d0c3a9b3db","3329.36","38"
"fd386aa7bed2af3c7035c65506c9b4a3","3316.17","76"
"4305fe92735c8a43d154ff6dd2b8d927","3314.25","21"
"33576ec5412fb5905d876f12f33bfde6","3287.98","32"
"51702dc2a3e106c76dbff722b5bf0726","3287.04","14"
"efcd8d2104f1a05d028af7bad20d974b","3280.19","51"
"730937bf88cb151eb2eb849f642fc213","3277.17","26"
"850913d59ce317156b00f3705f1c3edb","3270.96","34"
"b494891378bd8f4560abe576c52deacd","3270.82","22"
"ede0c03645598cdfc63ca8237acbe73d","3269.87","50"
"df56d7b40d437f88407c5f78b63bc328","3251.50","25"
"60562ab00b8054280520d390c8c0045c","3247.09","17"
"d9e8c084b68fe958861d8f2c21202e6b","3231.86","12"
"d93844a9c55ba7ce353388bcf849ea56","3229.52","14"
"3cfa1358a6caa965278721344c8d76f2","3221.53","5"
"4992e76a42cb3aad7a7047e0d3d7e729","3218.57","74"
"4c8545742faaf58fafd5fd14d25d75cf","3216.31","4"
"a369d693961cb93b61ca2cc518872a85","3213.79","18"
"6338ea67c41078a46ad99cc009654956","3210.39","44"
"8ab42aa58097fd4668d60cc648225d5f","3210.39","26"
"ffa6adafb71b807dc13159e26431354c","3206.98","18"
"fec6275253471ace26d209bbaa64cd0f","3195.67","10"
"f44b6f775a2b390380e0e30b5c9d3eee","3188.24","10"
"1996942dc085d7773ba77a529b163cd0","3183.43","10"
"be9a160a9011f627c3e121d076c1ec7b","3182.52","7"
"4342d4b2ba6b161468c63a7e7cfce593","3163.31","20"
"0885aaf116795758dfeb5f1032487bcd","3162.32","30"
"612a743d294c27884fb7b80d2b19ba35","3162.15","3"
"56e361f411e38dcef17cdc2a3d99628b","3155.76","10"
"1987cd4be10fe09ee50454f9c354d1c6","3135.23","16"
"8f54d64f28a993550aa7943f12572959","3133.12","16"
"157c3e4b42f81ac4a44e8b1ca2fe9876","3131.82","31"
"9906e7aa42a3c067b7c9a564d01c4320","3115.60","16"
"13074f016982ff2bd6c58ced8682f000","3111.70","15"
"9c068d10aca38e85c50202e17b4a7e88","3108.83","17"
"62c50c1af4dfdc4149d25c5222043d39","3096.03","19"
"82bd0703a4aefd6b599e5bfdaed378fb","3084.84","24"
"d32e3909cfb714fb2a6cb092c85b9c5f","3078.90","11"
"820cc752a266cdc6c1a1e61dd4583330","3078.77","15"
"b1204cfda1d4948679db3cfc0d3cb95c","3078.15","11"
"78744a20ee2f80ba64f6804c25def2b8","3068.85","6"
"d3dcf0604eabf0224fbd5948b5e02f69","3067.41","9"
"082e0bf4cb865a6533b1e8e498cc0255","3064.33","23"
"b74d1c09cb380e1d03a6f859c6f4224b","3053.20","39"
"ccf8813e5a7d6c84d865cd38bfc2b130","3051.29","26"
"f125f3a310c2e5f822d116147de1e474","3049.29","22"
"3504c0cb71d7fa48d967e0e4c94d59d9","3037.31","53"
